lesson,order_in_lesson,kanji,keyword,slug,v1_concept_summary,v2Concept,subjectType,humanPresence,narrativeStrength,emotionalTone,colorWeight,atmosphere,galleryPriority
5,8,刀,sword,sword,V1 KML-POSTER: study illustration tied to lesson palette and verse mood.,"Open book on windowsill, breeze lifting a corner — words implied, world outside in soft focus.",still_life,secondary,implied,scholarly calm,restrained,"lamp pool, parchment cream",hero
5,9,刃,blade,blade,V1 KML-POSTER: study illustration tied to lesson palette and verse mood.,"Gallery still for «blade»: a compelling real-world subject — figure, object, or weather — in earth umber and parchment cream; impressionistic realism; moment from a larger story; kanji 刃 only if carved, cast, or woven into the scene.",human,secondary,implied,"decisive, instructional",restrained,"decisive, instructional; exhibition depth",supporting
5,10,切,cut,cut,V1 KML-POSTER: study illustration tied to lesson palette and verse mood.,"Mid-action freeze: a figure cuting through weather — coat or cloth caught by wind; diagonal energy, cinematic still.",human,primary,active,kinetic resolve,restrained,motion blur on rain,feature
5,11,召,seduce,seduce,V1 KML-POSTER: study illustration tied to lesson palette and verse mood.,"Gallery still for «seduce»: a compelling real-world subject — figure, object, or weather — in earth umber and parchment cream; impressionistic realism; moment from a larger story; kanji 召 only if carved, cast, or woven into the scene.",landscape,none,implied,"decisive, instructional",restrained,"decisive, instructional; exhibition depth",supporting
5,12,昭,shining,shining,V1 KML-POSTER: study illustration tied to lesson palette and verse mood.,"Gallery still for «shining»: a compelling real-world subject — figure, object, or weather — in earth umber and parchment cream; impressionistic realism; moment from a larger story; kanji 昭 only if carved, cast, or woven into the scene.",landscape,none,implied,"decisive, instructional",restrained,"decisive, instructional; exhibition depth",supporting
5,13,則,rule,rule,V1 KML-POSTER: study illustration tied to lesson palette and verse mood.,"Gallery still for «rule»: a compelling real-world subject — figure, object, or weather — in earth umber and parchment cream; impressionistic realism; moment from a larger story; kanji 則 only if carved, cast, or woven into the scene.",still_life,none,implied,"decisive, instructional",restrained,"decisive, instructional; exhibition depth",supporting
5,14,副,vice,vice,V1 KML-POSTER: study illustration tied to lesson palette and verse mood.,"Gallery still for «vice»: a compelling real-world subject — figure, object, or weather — in earth umber and parchment cream; impressionistic realism; moment from a larger story; kanji 副 only if carved, cast, or woven into the scene.",landscape,none,implied,"decisive, instructional",restrained,"decisive, instructional; exhibition depth",supporting
5,15,別,separate,separate,V1 KML-POSTER: study illustration tied to lesson palette and verse mood.,"Gallery still for «separate»: a compelling real-world subject — figure, object, or weather — in earth umber and parchment cream; impressionistic realism; moment from a larger story; kanji 別 only if carved, cast, or woven into the scene.",landscape,none,implied,"decisive, instructional",restrained,"decisive, instructional; exhibition depth",supporting
5,16,丁,street,street,V1 KML-POSTER: study illustration tied to lesson palette and verse mood.,"Planting or harvest moment: hands near soil, seedling or leaf backlit — growth as narrative, not botany slide.",landscape,secondary,implied,grounded life,restrained,"green depth, gold rim light",supporting
5,17,町,town,town,V1 KML-POSTER: study illustration tied to lesson palette and verse mood.,"Twilight on rooftops and tiles, smoke from one chimney — town as breathing organism.",architecture,secondary,implied,institutional calm,restrained,"stone grey, lantern amber",supporting
5,18,可,possible,possible,V1 KML-POSTER: study illustration tied to lesson palette and verse mood.,"Gallery still for «possible»: a compelling real-world subject — figure, object, or weather — in earth umber and parchment cream; impressionistic realism; moment from a larger story; kanji 可 only if carved, cast, or woven into the scene.",human,secondary,implied,"decisive, instructional",restrained,"decisive, instructional; exhibition depth",supporting
5,19,頂,top,top,V1 KML-POSTER: study illustration tied to lesson palette and verse mood.,"Gallery still for «top»: a compelling real-world subject — figure, object, or weather — in earth umber and parchment cream; impressionistic realism; moment from a larger story; kanji 頂 only if carved, cast, or woven into the scene.",landscape,none,implied,"decisive, instructional",restrained,"decisive, instructional; exhibition depth",feature
5,20,子,child,child,V1 KML-POSTER: study illustration tied to lesson palette and verse mood.,"Gallery still for «child»: a compelling real-world subject — figure, object, or weather — in earth umber and parchment cream; impressionistic realism; moment from a larger story; kanji 子 only if carved, cast, or woven into the scene.",human,secondary,implied,"decisive, instructional",restrained,"decisive, instructional; exhibition depth",hero
6,1,孔,cavity,cavity,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «cavity»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 孔 only if carved, cast, or woven into the scene.",human,secondary,implied,"intimate, grounded",restrained,"intimate, grounded; exhibition depth",transition
6,2,了,finish,finish,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «finish»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 了 only if carved, cast, or woven into the scene.",landscape,none,implied,"intimate, grounded",restrained,"intimate, grounded; exhibition depth",transition
6,3,女,woman,woman,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «woman»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 女 only if carved, cast, or woven into the scene.",still_life,none,implied,"intimate, grounded",restrained,"intimate, grounded; exhibition depth",transition
6,4,好,fond_of,fond_of,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «fond_of»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 好 only if carved, cast, or woven into the scene.",mixed,implied,implied,"intimate, grounded",restrained,"intimate, grounded; exhibition depth",supporting
6,5,如,likeness,likeness,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «likeness»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 如 only if carved, cast, or woven into the scene.",human,secondary,implied,"intimate, grounded",restrained,"intimate, grounded; exhibition depth",supporting
6,6,母,mother,mother,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «mother»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 母 only if carved, cast, or woven into the scene.",mixed,implied,implied,"intimate, grounded",restrained,"intimate, grounded; exhibition depth",supporting
6,7,貫,pierce,pierce,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «pierce»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 貫 only if carved, cast, or woven into the scene.",landscape,none,implied,"intimate, grounded",restrained,"intimate, grounded; exhibition depth",supporting
6,8,兄,older_brother,older_brother,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «older_brother»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 兄 only if carved, cast, or woven into the scene.",still_life,none,implied,"intimate, grounded",restrained,"intimate, grounded; exhibition depth",supporting
