kanji,slug,prompt
迅,swift,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
造,create,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
迫,urge,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
逃,escape,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
辺,environs,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
巡,patrol,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
車,car,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
連,take_along,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
軌,rut,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
輸,transport,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
喩,metaphor,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
前,in_front,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
煎,roast,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
各,each,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
格,status,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
賂,graft,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
略,abbreviation,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
客,guest,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
額,amount,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
夏,summer,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
処,dispose,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
条,clause,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
落,fall,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
冗,superfluous,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
冥,hades,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
軍,army,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
輝,radiance,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
運,carry,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
冠,crown,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
夢,dream,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
坑,pit,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
高,tall,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
享,receive,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
塾,cram_school,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
熟,ripe,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
亭,pavilion,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
京,capital,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
涼,refreshing,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
景,scenery,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鯨,whale,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
舎,cottage,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
周,circumference,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
週,week,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
士,gentleman,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
吉,good_luck,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
壮,robust,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
荘,villa,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
売,sell,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
学,study,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
覚,memorize,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
栄,flourish,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
書,write,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
津,haven,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
牧,breed,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
攻,aggression,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
敗,failure,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
枚,sheet_of,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
故,happenstance,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
敬,awe,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
言,say,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
警,admonish,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
計,plot,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
詮,elucidate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
獄,prison,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
訂,revise,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
訃,obituary,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
討,chastise,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
訓,instruction,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
詔,imperial_edict,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
詰,packed,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
話,talk,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
詠,recitation,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
詩,poem,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
語,language,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
読,read,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
調,tune,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
談,discuss,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
諾,consent,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
諭,rebuke,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
式,style,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
試,test,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
弐,formal_two,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
域,range,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
賊,burglar,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
栽,plantation,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
載,load,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
茂,overgrown,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
戚,relatives,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
成,become,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
城,castle,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
誠,sincerity,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
威,intimidate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
滅,destroy,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
減,dwindle,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蔑,disdain,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
桟,scaffold,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
銭,coin,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
浅,shallow,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
止,stop,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
歩,walk,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
渉,ford,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
頻,repeatedly,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
肯,agreement,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
企,undertake,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
歴,curriculum,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
武,warrior,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
賦,levy,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
正,correct,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
証,evidence,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
政,politics,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
定,determine,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
錠,lock,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
走,run,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
超,transcend,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
赴,proceed,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
越,surpass,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
是,just_so,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
題,topic,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
堤,dike,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
建,build,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鍵,key,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
延,prolong,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
誕,nativity,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
礎,cornerstone,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
婿,bridegroom,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
衣,garment,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
裁,judge,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
装,attire,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
裏,reverse_side,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
壊,demolition,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
哀,pathetic,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
遠,far,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
猿,monkey,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
初,first_time,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
巾,towel,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
布,linen,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
帆,sail,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
幅,breadth,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
帽,cap,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
幕,curtain,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
幌,canopy,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
錦,brocade,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
市,market,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
柿,persimmon,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
姉,older_sister,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
肺,lungs,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
帯,sash,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
滞,stagnate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
刺,thorn,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
制,control,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
製,made_in,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
転,revolve,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
