kanji,slug,keyword,prompt
貯,savings,savings,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of savings, simple abstract form"
木,tree,tree,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a simple tree with clean shape and natural colors"
林,woods,woods,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a cluster of woodss grouped together"
森,forest,forest,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a cluster of forests grouped together"
桂,judas_tree,judas_tree,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of judas_tree, simple abstract form"
柏,oak,oak,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of oak, simple abstract form"
枠,frame,frame,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of frame, simple abstract form"
梢,treetops,treetops,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of treetops, simple abstract form"
棚,shelf,shelf,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of shelf, simple abstract form"
杏,apricot,apricot,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of apricot, simple abstract form"
桐,paulownia_tree,paulownia_tree,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of paulownia_tree, simple abstract form"
植,plant,plant,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of plant, simple abstract form"
椅,chair,chair,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of chair, simple abstract form"
枯,wither,wither,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of wither, simple abstract form"
朴,crude,crude,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of crude, simple abstract form"
村,village,village,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of village, simple abstract form"
相,mutual,mutual,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of mutual, simple abstract form"
机,desk,desk,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of desk, simple abstract form"
本,book,book,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of book, simple abstract form"
札,tag,tag,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of tag, simple abstract form"
暦,calendar,calendar,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of calendar, simple abstract form"
案,plan,plan,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of plan, simple abstract form"
燥,parch,parch,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of parch, simple abstract form"
未,not_yet,not_yet,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of not_yet, simple abstract form"
末,extremity,extremity,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of extremity, simple abstract form"
昧,obscure,obscure,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of obscure, simple abstract form"
沫,splash,splash,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of splash, simple abstract form"
味,flavor,flavor,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of flavor, simple abstract form"
妹,younger_sister,younger_sister,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of younger_sister, simple abstract form"
朱,vermilion,vermilion,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of vermilion, simple abstract form"
株,stocks,stocks,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of stocks, simple abstract form"
若,young,young,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of young, simple abstract form"
草,grass,grass,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of grass, simple abstract form"
苦,suffering,suffering,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of suffering, simple abstract form"
苛,bullying,bullying,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bullying, simple abstract form"
寛,tolerant,tolerant,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of tolerant, simple abstract form"
薄,dilute,dilute,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of dilute, simple abstract form"
葉,leaf,leaf,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of leaf, simple abstract form"
模,imitation,imitation,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of imitation, simple abstract form"
漠,vague,vague,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of vague, simple abstract form"
墓,grave,grave,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of grave, simple abstract form"
暮,livelihood,livelihood,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of livelihood, simple abstract form"
膜,membrane,membrane,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of membrane, simple abstract form"
苗,seedling,seedling,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of seedling, simple abstract form"
兆,portent,portent,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of portent, simple abstract form"
桃,peach_tree,peach_tree,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of peach_tree, simple abstract form"
眺,stare,stare,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of stare, simple abstract form"
犬,dog,dog,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of dog, simple abstract form"
状,status_quo,status_quo,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of status_quo, simple abstract form"
黙,silence,silence,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of silence, simple abstract form"
然,sort_of_thing,sort_of_thing,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sort_of_thing, simple abstract form"
荻,reed,reed,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of reed, simple abstract form"
狩,hunt,hunt,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of hunt, simple abstract form"
猫,cat,cat,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of cat, simple abstract form"
牛,cow,cow,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of cow, simple abstract form"
特,special,special,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of special, simple abstract form"
告,revelation,revelation,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of revelation, simple abstract form"
